simple_date,year,steps,mins_asleep,efficiency
2015-12-02,2015,22712,349,76
2015-12-03,2015,20029,432,82
2015-12-04,2015,17288,402,79
2015-12-06,2015,24974,510,91
2015-12-07,2015,25034,455,90
2015-12-08,2015,18748,391,78
2015-12-09,2015,20619,429,91
2015-12-10,2015,18874,431,92
2015-12-11,2015,20722,356,81
2015-12-12,2015,10527,382,81
2015-12-13,2015,18602,462,88
2015-12-14,2015,23756,408,87
2015-12-15,2015,19441,418,81
2015-12-16,2015,19077,349,71
2015-12-17,2015,16719,422,83
2015-12-18,2015,18325,425,87
2015-12-19,2015,10029,406,85
2015-12-20,2015,18758,351,73
2015-12-21,2015,23270,416,86
2015-12-22,2015,20452,448,87
2015-12-23,2015,16814,372,83
2015-12-24,2015,19993,409,87
2015-12-25,2015,10723,375,82
2015-12-26,2015,26806,357,76
2015-12-26,2015,26806,357,76
2015-12-27,2015,19235,374,88
2015-12-28,2015,20838,403,79
2015-12-29,2015,21713,468,82
2015-12-30,2015,23162,499,84
2015-12-31,2015,20229,367,76
2016-01-01,2016,11888,334,78
2016-01-02,2016,21713,370,84
2016-01-04,2016,25257,359,80
2016-01-05,2016,17864,400,92
2016-01-06,2016,20084,412,88
2016-01-07,2016,18115,325,82
2016-01-08,2016,18683,400,80
2016-01-09,2016,16106,389,84
2016-01-10,2016,11599,331,92
2016-01-11,2016,25460,367,88
2016-01-12,2016,23397,346,85
2016-01-13,2016,20269,339,84
2016-01-14,2016,27179,390,82
2016-01-15,2016,20328,379,87
2016-01-16,2016,38097,374,92
2016-01-17,2016,22704,330,84
2016-01-18,2016,16855,287,77
2016-01-19,2016,3779,241,86
2016-01-20,2016,20073,599,69
2016-01-21,2016,17298,375,88
2016-01-22,2016,19440,403,74
2016-01-23,2016,22700,391,89
2016-01-24,2016,21868,395,86
2016-01-25,2016,16956,485,87
2016-01-25,2016,16956,485,87
2016-01-26,2016,10719,428,87
2016-01-27,2016,21958,414,83
2016-01-28,2016,19135,454,84
2016-01-29,2016,15936,445,83
2016-01-30,2016,22625,394,81
2016-01-31,2016,9434,462,83
2016-02-01,2016,23540,441,84
2016-02-02,2016,19154,369,81
2016-02-03,2016,21189,412,79
2016-02-05,2016,19149,377,91
2016-02-06,2016,26223,359,83
2016-02-07,2016,10260,374,73
2016-02-08,2016,17534,391,74
2016-02-10,2016,18665,424,83
2016-02-11,2016,17534,412,80
2016-02-12,2016,23008,354,75
2016-02-13,2016,14262,358,72
2016-02-14,2016,21849,388,86
2016-02-15,2016,21419,415,84
2016-02-16,2016,7932,404,80
2016-02-17,2016,25057,301,84
2016-02-18,2016,20605,427,85
2016-02-19,2016,18972,449,83
2016-02-20,2016,15010,382,80
2016-02-21,2016,25976,484,91
2016-02-22,2016,21079,357,84
2016-02-23,2016,19898,383,73
2016-02-24,2016,17833,391,82
2016-02-24,2016,17833,391,82
2016-02-26,2016,18180,411,83
2016-02-27,2016,10602,372,71
2016-02-28,2016,21954,385,82
2016-02-29,2016,20449,354,75
2016-03-01,2016,17799,431,81
2016-03-02,2016,25752,366,77
2016-03-03,2016,21740,529,88
2016-03-04,2016,19539,271,94
2016-03-05,2016,20649,275,76
2016-03-06,2016,5742,314,69
2016-03-07,2016,21515,385,87
2016-03-08,2016,18825,407,90
2016-03-09,2016,18053,322,85
2016-03-10,2016,19895,395,76
2016-03-11,2016,18573,375,88
2016-03-12,2016,19490,317,78
2016-03-13,2016,13041,399,89
2016-03-14,2016,19539,448,84
2016-03-15,2016,19095,355,77
2016-03-19,2016,13392,408,81
2016-03-20,2016,24679,450,85
2016-03-21,2016,21319,408,88
2016-03-23,2016,19435,412,82
2016-03-24,2016,20557,411,83
2016-03-25,2016,20506,376,81
2016-03-25,2016,20506,376,81
2016-03-26,2016,13638,431,84
2016-03-27,2016,21784,421,82
2016-03-29,2016,20463,389,71
2016-03-30,2016,18540,355,77
2016-03-31,2016,20604,380,81
2016-04-01,2016,19079,414,90
2016-04-03,2016,24028,454,91
2016-04-04,2016,20937,463,83
2016-04-05,2016,18471,301,67
2016-04-06,2016,19386,370,75
2016-04-07,2016,20224,353,70
2016-04-08,2016,21565,359,80
2016-04-09,2016,12280,413,81
2016-04-11,2016,20988,436,88
2016-04-12,2016,20502,426,86
2016-04-13,2016,19649,395,82
2016-04-14,2016,20424,425,81
2016-04-15,2016,17710,262,67
2016-04-16,2016,9933,383,75
2016-04-17,2016,18454,329,71
2016-04-18,2016,15807,358,77
2016-04-19,2016,20356,29,100
2016-04-19,2016,20356,435,76
2016-04-21,2016,22778,376,72
2016-04-23,2016,9054,299,89
2016-04-24,2016,20109,334,73
2016-04-24,2016,20109,334,73
2016-04-25,2016,22015,414,79
2016-04-26,2016,21028,398,85
2016-04-27,2016,20604,436,85
2016-04-28,2016,16012,415,85
2016-04-29,2016,11591,325,79
2016-04-30,2016,18123,458,86
2016-05-01,2016,25890,433,93
2016-05-02,2016,23695,361,75
2016-05-03,2016,20035,406,85
2016-05-05,2016,22602,395,84
2016-05-06,2016,20779,426,90
2016-05-07,2016,10316,346,73
2016-05-08,2016,20120,418,85
2016-05-09,2016,19830,437,87
2016-05-10,2016,23319,391,83
2016-05-11,2016,22279,482,90
2016-05-12,2016,20375,396,83
2016-05-13,2016,21276,384,77
2016-05-14,2016,9750,411,89
2016-05-15,2016,17488,384,84
2016-05-16,2016,19032,432,90
2016-05-17,2016,20310,340,81
2016-05-18,2016,19205,432,86
2016-05-19,2016,27950,335,78
2016-05-20,2016,22478,387,84
2016-05-21,2016,13089,339,94
2016-05-22,2016,18086,413,82
2016-05-23,2016,19294,387,82
2016-05-24,2016,21545,347,69
2016-05-24,2016,21545,347,69
2016-05-25,2016,19485,371,81
2016-05-26,2016,18683,398,79
2016-05-27,2016,21715,384,84
2016-05-29,2016,22988,330,77
2016-05-30,2016,21485,330,80
2016-05-31,2016,18875,419,84
2016-06-01,2016,23701,381,84
2016-06-02,2016,27276,367,70
2016-06-03,2016,21901,332,72
2016-06-04,2016,12706,19,100
2016-06-04,2016,12706,301,66
2016-06-05,2016,19240,381,75
2016-06-06,2016,21482,465,87
2016-06-07,2016,19483,432,83
2016-06-08,2016,20700,426,87
2016-06-09,2016,21522,399,78
2016-06-10,2016,20470,373,83
2016-06-11,2016,10214,398,83
2016-06-12,2016,23869,434,84
2016-06-13,2016,22285,377,86
2016-06-14,2016,19249,326,66
2016-06-15,2016,20203,400,84
2016-06-16,2016,19434,420,83
2016-06-17,2016,22074,355,76
2016-06-18,2016,17895,417,79
2016-06-19,2016,18669,408,83
2016-06-20,2016,23340,361,74
2016-06-21,2016,9086,394,82
2016-06-22,2016,20782,386,82
2016-06-24,2016,20035,413,83
2016-06-26,2016,7409,339,74
2016-06-27,2016,20688,312,69
2016-06-28,2016,20844,304,66
2016-06-29,2016,19763,401,87
2016-06-30,2016,16910,261,61
2016-07-01,2016,18264,418,83
2016-07-02,2016,19945,284,69
2016-07-03,2016,10132,378,76
2016-07-04,2016,24997,371,89
2016-07-05,2016,18011,385,81
2016-07-06,2016,22472,402,87
2016-07-07,2016,25479,425,84
2016-07-08,2016,24194,396,79
2016-07-09,2016,17809,326,70
2016-07-10,2016,16823,346,79
2016-07-11,2016,22840,374,82
2016-07-12,2016,23583,369,76
2016-07-13,2016,20916,370,81
2016-07-14,2016,19507,428,87
2016-07-15,2016,20386,375,74
2016-07-16,2016,10423,359,86
2016-07-17,2016,15765,418,82
2016-07-18,2016,22894,348,68
2016-07-19,2016,18244,379,74
2016-07-20,2016,20201,447,89
2016-07-22,2016,20648,384,78
2016-07-23,2016,18695,275,80
2016-07-23,2016,18695,275,80
2016-07-24,2016,6422,360,75
2016-07-25,2016,23283,399,83
2016-07-26,2016,19516,335,72
2016-07-27,2016,20932,381,84
2016-07-28,2016,21259,427,90
2016-07-29,2016,19492,410,87
2016-07-30,2016,8563,389,82
2016-07-31,2016,18761,399,84
2016-08-01,2016,22461,381,74
2016-08-02,2016,20132,348,69
2016-08-03,2016,17088,399,80
2016-08-04,2016,16367,342,69
2016-08-05,2016,30612,325,71
2016-08-06,2016,16544,422,83
2016-08-07,2016,7294,387,89
2016-08-08,2016,23585,375,82
2016-08-09,2016,23865,413,85
2016-08-10,2016,20554,417,87
2016-08-11,2016,17589,391,82
2016-08-12,2016,18546,401,82
2016-08-13,2016,17505,332,71
2016-08-14,2016,10052,410,90
2016-08-15,2016,22574,292,91
2016-08-17,2016,17024,372,83
2016-08-18,2016,17738,346,76
2016-08-19,2016,19855,417,83
2016-08-21,2016,8526,375,83
2016-08-22,2016,29150,391,88
2016-08-22,2016,29150,391,88
2016-08-23,2016,31880,366,85
2016-08-24,2016,19809,373,82
2016-08-25,2016,13714,382,77
2016-08-26,2016,18207,389,90
2016-08-27,2016,17642,342,81
2016-08-28,2016,25357,374,75
2016-08-29,2016,10664,326,77
2016-08-30,2016,28500,371,80
2016-08-31,2016,17749,401,89
2016-09-01,2016,18944,423,85
2016-09-02,2016,17602,420,87
2016-09-03,2016,20338,345,82
2016-09-04,2016,6134,399,81
2016-09-05,2016,17047,351,77
2016-09-06,2016,17802,369,88
2016-09-06,2016,17802,329,69
2016-09-07,2016,13512,2,100
2016-09-08,2016,23974,388,89
2016-09-09,2016,9396,329,87
2016-09-10,2016,23272,429,75
2016-09-11,2016,24389,362,82
2016-09-12,2016,19066,7,100
2016-09-12,2016,19066,385,71
2016-09-13,2016,20546,342,72
2016-09-14,2016,20435,279,60
2016-09-15,2016,23369,401,80
2016-09-16,2016,9717,373,83
2016-09-17,2016,20608,340,84
2016-09-19,2016,19319,457,89
2016-09-20,2016,20162,401,84
2016-09-21,2016,18020,365,79
2016-09-21,2016,18020,365,79
2016-09-22,2016,23366,399,77
2016-09-23,2016,10514,357,78
2016-09-24,2016,17904,249,70
2016-09-25,2016,18378,404,86
2016-09-26,2016,20577,382,85
2016-09-27,2016,21584,327,68
2016-09-28,2016,15251,381,83
2016-09-29,2016,23867,422,82
2016-09-30,2016,13172,430,87
2016-10-01,2016,17912,376,93
2016-10-02,2016,20966,424,82
2016-10-03,2016,19789,383,79
2016-10-04,2016,22212,449,88
2016-10-05,2016,19264,370,80
2016-10-06,2016,21699,380,80
2016-10-07,2016,9039,356,92
2016-10-08,2016,19029,389,85
2016-10-09,2016,18454,355,80
2016-10-10,2016,18180,399,86
2016-10-11,2016,18979,427,94
2016-10-12,2016,15927,346,74
2016-10-13,2016,22745,366,80
2016-10-14,2016,10754,350,79
2016-10-15,2016,22407,382,82
2016-10-16,2016,21881,358,80
2016-10-17,2016,22409,348,78
2016-10-18,2016,17009,373,85
2016-10-19,2016,19838,398,83
2016-10-20,2016,17928,401,88
2016-10-21,2016,6042,445,93
2016-10-21,2016,6042,445,93
2016-10-22,2016,17791,425,86
2016-10-23,2016,25537,444,83
2016-10-24,2016,23047,373,78
2016-10-25,2016,20962,477,92
2016-10-26,2016,18542,331,88
2016-10-27,2016,18828,395,83
2016-10-28,2016,21271,400,78
2016-10-29,2016,12749,431,86
2016-10-30,2016,17873,422,84
2016-10-31,2016,22100,432,81
2016-11-01,2016,23145,352,84
2016-11-02,2016,18798,397,79
2016-11-03,2016,18337,337,90
2016-11-04,2016,24832,370,71
2016-11-05,2016,12485,419,82
2016-11-06,2016,25608,383,79
2016-11-07,2016,25977,347,82
2016-11-08,2016,14919,403,85
2016-11-09,2016,15611,354,77
2016-11-10,2016,26083,296,73
2016-11-11,2016,13409,358,79
2016-11-12,2016,16913,327,73
2016-11-13,2016,16507,356,66
2016-11-14,2016,18152,389,75
2016-11-15,2016,19497,333,76
2016-11-16,2016,18484,0,0
2016-11-16,2016,18484,502,77
2016-11-17,2016,20120,411,83
2016-11-18,2016,11676,395,81
2016-11-19,2016,22905,295,85
2016-11-20,2016,26476,341,72
2016-11-20,2016,26476,341,72
2016-11-21,2016,23338,394,87
2016-11-22,2016,22432,351,73
2016-11-23,2016,17770,319,89
2016-11-24,2016,20289,406,82
2016-11-25,2016,12440,426,87
2016-11-26,2016,19999,269,80
2016-11-27,2016,18729,365,74
2016-11-28,2016,16365,394,77
2016-11-29,2016,17995,406,84
2016-11-30,2016,21695,358,87
2016-12-02,2016,7151,379,80
2016-12-03,2016,24587,392,87
2016-12-04,2016,20284,436,90
2016-12-05,2016,18145,358,71
2016-12-06,2016,18625,425,86
2016-12-07,2016,20761,363,78
2016-12-08,2016,19643,363,79
2016-12-09,2016,4765,944,99
2016-12-09,2016,4765,379,79
2016-12-11,2016,18830,379,76
2016-12-12,2016,19074,389,75
2016-12-13,2016,19474,361,76
2016-12-14,2016,21097,367,76
2016-12-15,2016,9119,372,82
2016-12-16,2016,20067,421,84
2016-12-17,2016,9016,436,83
2016-12-18,2016,18279,425,96
2016-12-19,2016,22003,366,80
2016-12-20,2016,19765,350,86
2016-12-20,2016,19765,350,86
2016-12-21,2016,18832,414,84
2016-12-22,2016,18009,353,87
2016-12-23,2016,19925,386,82
2016-12-24,2016,25479,354,81
2016-12-25,2016,12731,298,73
2016-12-26,2016,20245,431,87
2016-12-27,2016,20614,422,85
2016-12-28,2016,18115,409,84
2016-12-29,2016,16188,353,66
2016-12-30,2016,16936,443,86
2016-12-31,2016,19420,411,90
2017-01-01,2017,18964,398,87
2017-01-02,2017,22228,352,79
2017-01-03,2017,21944,361,74
2017-01-04,2017,19220,413,83
2017-01-05,2017,19986,393,87
2017-01-06,2017,20090,405,85
2017-01-07,2017,10546,438,80
2017-01-08,2017,22328,458,89
2017-01-09,2017,20495,460,82
2017-01-10,2017,19625,376,81
2017-01-11,2017,19800,340,66
2017-01-12,2017,17549,386,79
2017-01-13,2017,19234,442,87
2017-01-14,2017,9054,428,84
2017-01-16,2017,17554,461,91
2017-01-17,2017,20702,412,81
2017-01-18,2017,17521,393,81
2017-01-19,2017,17365,377,82
2017-01-19,2017,17365,377,82
2017-01-20,2017,16545,412,88
2017-01-21,2017,12252,357,66
2017-01-22,2017,18757,451,86
2017-01-23,2017,17485,424,81
2017-01-24,2017,21861,444,91
2017-01-25,2017,19358,414,84
2017-01-26,2017,20616,395,80
2017-01-27,2017,18910,390,74
2017-01-28,2017,7846,449,82
2017-01-29,2017,22728,316,76
2017-01-30,2017,19863,384,77
2017-01-31,2017,17686,428,85
2017-02-01,2017,18184,414,89
2017-02-02,2017,19957,413,86
2017-02-03,2017,17619,335,82
2017-02-04,2017,16419,443,88
2017-02-05,2017,28060,431,87
2017-02-06,2017,19820,427,84
2017-02-07,2017,17022,414,78
2017-02-08,2017,18280,410,79
2017-02-09,2017,23108,426,84
2017-02-10,2017,16783,368,68
2017-02-11,2017,23871,417,80
2017-02-12,2017,26691,413,79
2017-02-13,2017,20496,335,69
2017-02-14,2017,18554,477,88
2017-02-15,2017,17758,431,84
2017-02-16,2017,22804,383,82
2017-02-17,2017,18261,395,87
2017-02-19,2017,20025,302,72
2017-02-20,2017,19440,302,77
2017-02-21,2017,17897,416,77
2017-02-22,2017,20226,418,91
2017-02-23,2017,22172,307,66
2017-02-24,2017,20420,386,87
2017-02-25,2017,7758,413,84
2017-02-26,2017,21334,412,87
2017-02-27,2017,19795,364,77
2017-02-28,2017,17777,389,80
2017-03-01,2017,18687,357,67
2017-03-02,2017,20426,386,80
2017-03-03,2017,17832,403,80
2017-03-04,2017,14090,365,72
2017-03-05,2017,18794,374,80
2017-03-06,2017,23861,398,77
2017-03-07,2017,18459,448,90
2017-03-08,2017,20678,294,78
2017-03-09,2017,17713,390,87
2017-03-10,2017,21568,374,85
2017-03-11,2017,13961,337,70
2017-03-12,2017,22262,419,83
2017-03-13,2017,20876,431,79
2017-03-14,2017,18669,408,83
2017-03-15,2017,21027,381,85
2017-03-16,2017,20534,394,83
2017-03-17,2017,17092,411,80
2017-03-18,2017,10340,440,88
2017-03-19,2017,19674,460,87
2017-03-21,2017,19563,391,80
2017-03-22,2017,18247,452,81
2017-03-23,2017,17221,404,82
2017-03-24,2017,17135,395,84
2017-03-25,2017,13879,395,79
2017-03-26,2017,19671,365,78
2017-03-27,2017,23166,452,90
2017-03-28,2017,20559,461,87
2017-03-29,2017,19556,459,88
2017-03-30,2017,19717,416,84
2017-03-31,2017,17329,366,76
2017-04-01,2017,8560,409,84
2017-04-02,2017,20908,287,65
2017-04-03,2017,18667,445,84
2017-04-04,2017,22644,371,86
2017-04-05,2017,19459,427,84
2017-04-06,2017,19029,423,82
2017-04-07,2017,16547,389,89
2017-04-08,2017,10791,463,89
2017-04-09,2017,27845,385,87
2017-04-10,2017,27414,334,79
2017-04-11,2017,26729,449,83
2017-04-12,2017,19804,397,76
2017-04-13,2017,18323,437,85
2017-04-14,2017,11485,405,83
2017-04-15,2017,21542,435,90
2017-04-16,2017,22306,361,81
2017-04-17,2017,20078,431,85
2017-04-18,2017,21945,455,89
2017-04-19,2017,17289,462,90
2017-04-19,2017,17289,462,90
2017-04-20,2017,19961,404,88
2017-04-21,2017,21020,335,72
2017-04-22,2017,12224,367,71
2017-04-23,2017,17947,430,80
2017-04-24,2017,24590,440,89
2017-04-25,2017,21887,375,75
2017-04-26,2017,16478,381,85
2017-04-27,2017,22515,403,76
2017-04-28,2017,24606,431,84
2017-04-29,2017,10274,428,82
2017-04-30,2017,19996,464,81
2017-05-01,2017,21324,233,91
2017-05-02,2017,19088,365,78
2017-05-03,2017,21779,313,76
2017-05-04,2017,22448,351,73
2017-05-05,2017,22140,393,76
2017-05-06,2017,8309,336,81
2017-05-07,2017,19768,383,76
2017-05-08,2017,22077,439,83
2017-05-09,2017,20328,357,73
2017-05-10,2017,19448,434,83
2017-05-11,2017,19168,409,88
2017-05-12,2017,17523,310,70
2017-05-13,2017,12978,399,86
2017-05-14,2017,22945,390,81
2017-05-15,2017,18372,416,87
2017-05-16,2017,21532,405,82
2017-05-17,2017,18281,393,85
2017-05-18,2017,19582,339,74
2017-05-19,2017,17864,403,77
2017-05-19,2017,17864,403,77
2017-05-20,2017,7844,334,75
2017-05-21,2017,23993,302,77
2017-05-22,2017,25043,269,83
2017-05-23,2017,20347,443,86
2017-05-24,2017,22200,424,82
2017-05-25,2017,18485,375,77
2017-05-26,2017,22774,436,83
2017-05-27,2017,6792,478,84
2017-05-28,2017,21997,55,44
2017-05-28,2017,21997,372,76
2017-05-29,2017,21943,374,87
2017-05-30,2017,20154,357,74
2017-05-31,2017,18493,398,79
2017-06-01,2017,22485,444,83
2017-06-02,2017,19953,417,80
2017-06-03,2017,21177,367,78
2017-06-04,2017,12739,478,93
2017-06-05,2017,22267,425,84
2017-06-06,2017,21577,410,87
2017-06-07,2017,19914,453,86
2017-06-08,2017,19508,423,84
2017-06-09,2017,27596,409,86
2017-06-10,2017,6711,256,70
2017-06-11,2017,22525,411,81
2017-06-12,2017,26735,386,79
2017-06-13,2017,21722,359,81
2017-06-14,2017,24819,317,77
2017-06-15,2017,19133,402,79
2017-06-16,2017,21066,392,82
2017-06-17,2017,11161,407,87
2017-06-18,2017,17084,355,79
2017-06-18,2017,17084,355,79
2017-06-20,2017,20251,444,79
2017-06-21,2017,22506,397,80
2017-06-22,2017,19680,377,75
2017-06-23,2017,9658,397,80
2017-06-24,2017,35480,429,89
2017-06-25,2017,22409,348,72
2017-06-26,2017,23835,332,75
2017-06-27,2017,19353,369,87
2017-06-28,2017,21936,366,80
2017-06-29,2017,13351,391,84
2017-06-30,2017,10274,383,90
2017-07-01,2017,12758,421,94
2017-07-02,2017,10229,388,89
2017-07-03,2017,15442,357,85
2017-07-04,2017,13464,448,88
2017-07-05,2017,10509,274,51
2017-07-06,2017,13746,386,66
2017-07-07,2017,16705,297,67
2017-07-08,2017,8778,324,68
2017-07-09,2017,15948,262,64
2017-07-10,2017,8667,408,83
2017-07-11,2017,16964,344,77
2017-07-12,2017,8830,359,81
2017-07-13,2017,15973,336,76
2017-07-14,2017,16044,407,84
2017-07-15,2017,12874,385,78
2017-07-16,2017,18606,377,81
2017-07-17,2017,12432,388,84
2017-07-18,2017,16451,388,91
2017-07-18,2017,16451,388,91
2017-07-19,2017,10426,432,88
2017-07-20,2017,15522,400,84
2017-07-21,2017,15960,391,86
2017-07-22,2017,25211,414,94
2017-07-23,2017,12370,433,80
2017-07-24,2017,18911,451,88
2017-07-25,2017,9497,377,76
2017-07-26,2017,17883,421,81
2017-07-27,2017,10874,453,85
2017-07-28,2017,21205,373,81
2017-07-29,2017,19395,412,85
2017-07-30,2017,9186,401,82
2017-07-31,2017,21352,397,85
2017-08-01,2017,10802,383,78
2017-08-02,2017,21261,393,85
2017-08-03,2017,20297,367,73
2017-08-04,2017,10190,405,81
2017-08-05,2017,18845,384,86
2017-08-06,2017,17642,391,74
2017-08-07,2017,24443,380,79
2017-08-08,2017,18837,540,100
2017-08-09,2017,22192,529,100
2017-08-10,2017,24862,430,100
2017-08-11,2017,21690,526,100
2017-08-12,2017,20279,437,100
2017-08-13,2017,9366,480,100
2017-08-14,2017,20594,254,52
2017-08-15,2017,26174,210,63
2017-08-16,2017,21282,318,59
2017-08-17,2017,15491,223,52
2017-08-17,2017,15491,223,52
2017-08-18,2017,22315,272,60
2017-08-19,2017,22982,288,63
2017-08-20,2017,15300,188,40
2017-08-21,2017,10791,263,55
2017-08-22,2017,24119,279,61
2017-08-23,2017,17286,531,100
2017-08-24,2017,22993,278,52
2017-08-25,2017,21617,434,94
2017-08-26,2017,14516,482,96
2017-08-27,2017,13837,447,92
2017-08-28,2017,24860,552,96
2017-08-29,2017,12320,516,96
2017-08-30,2017,21740,505,96
2017-08-31,2017,14165,501,95
2017-09-01,2017,18590,453,90
2017-09-02,2017,9729,514,93
2017-09-03,2017,25026,343,94
2017-09-04,2017,11996,491,96
2017-09-05,2017,19991,477,94
2017-09-06,2017,13916,521,91
2017-09-07,2017,23624,481,98
2017-09-08,2017,16098,522,94
2017-09-09,2017,22486,433,91
2017-09-10,2017,20587,508,96
2017-09-11,2017,20781,483,94
2017-09-12,2017,16397,473,91
2017-09-13,2017,20529,478,90
2017-09-14,2017,16340,494,95
2017-09-15,2017,20785,464,94
2017-09-16,2017,9441,519,93
2017-09-16,2017,9441,519,93
2017-09-17,2017,23076,505,95
2017-09-18,2017,23611,420,95
2017-09-19,2017,15062,475,96
2017-09-20,2017,22957,505,95
2017-09-21,2017,15884,514,94
2017-09-22,2017,18604,541,94
2017-09-23,2017,12401,556,97
2017-09-24,2017,17417,442,93
2017-09-25,2017,24425,421,96
2017-09-26,2017,10168,595,97
2017-09-27,2017,23775,394,91
2017-09-28,2017,10446,242,96
2017-09-29,2017,23941,473,95
2017-09-30,2017,17291,543,98
2017-10-01,2017,15214,566,96
2017-10-02,2017,19673,428,94
2017-10-03,2017,23778,486,98
2017-10-04,2017,20548,483,96
2017-10-05,2017,16415,458,94
2017-10-06,2017,19909,394,97
2017-10-07,2017,17474,507,96
2017-10-08,2017,24639,443,94
2017-10-09,2017,10467,409,94
2017-10-10,2017,21428,509,95
2017-10-11,2017,18619,492,96
2017-10-12,2017,23933,478,96
2017-10-13,2017,11143,494,94
2017-10-14,2017,23265,504,94
2017-10-15,2017,19469,456,91
2017-10-16,2017,11885,486,92
2017-10-16,2017,11885,486,92
2017-10-17,2017,17107,561,94
2017-10-18,2017,23523,450,90
2017-10-19,2017,16976,353,90
2017-10-20,2017,22752,340,96
2017-10-21,2017,16761,514,94
2017-10-22,2017,26019,557,95
2017-10-23,2017,20946,476,97
2017-10-24,2017,18121,451,95
2017-10-25,2017,21888,437,95
2017-10-26,2017,23686,497,97
2017-10-27,2017,19625,418,92
2017-10-28,2017,11259,563,96
2017-10-29,2017,24355,475,94
2017-10-30,2017,22725,387,96
2017-10-31,2017,24811,462,97
2017-11-01,2017,22465,485,93
2017-11-02,2017,15648,382,96
2017-11-03,2017,22289,447,95
2017-11-04,2017,20215,487,93
2017-11-05,2017,15418,364,92
2017-11-06,2017,21025,442,94
2017-11-07,2017,25086,515,93
2017-11-08,2017,18201,519,96
2017-11-09,2017,31436,504,97
2017-11-10,2017,21560,442,97
2017-11-11,2017,13768,510,92
2017-11-12,2017,18023,490,97
2017-11-13,2017,23894,475,97
2017-11-14,2017,19723,550,92
2017-11-15,2017,21620,394,95
2017-11-15,2017,21620,394,95
2017-11-16,2017,6636,438,94
2017-11-17,2017,23742,488,98
2017-11-18,2017,22861,457,93
2017-11-19,2017,11323,469,96
2017-11-20,2017,21661,429,92
2017-11-21,2017,18850,505,97
2017-11-22,2017,24969,477,95
2017-11-23,2017,12833,325,97
2017-11-24,2017,24413,422,93
2017-11-25,2017,18756,466,98
2017-11-26,2017,21450,454,95
2017-11-27,2017,20101,479,92
2017-11-28,2017,16765,464,94
2017-11-29,2017,20712,467,95
2017-11-30,2017,22499,466,92
2017-12-01,2017,23370,437,92
2017-12-02,2017,26254,465,93
2017-12-03,2017,13997,527,91
2017-12-04,2017,19273,436,97
2017-12-05,2017,21181,444,92
2017-12-06,2017,24861,481,97
2017-12-07,2017,17702,515,98
2017-12-08,2017,14036,578,99
2017-12-09,2017,20762,580,97
2017-12-10,2017,23158,531,93
2017-12-11,2017,23777,583,96
2017-12-12,2017,13341,552,95
2017-12-13,2017,22996,556,95
2017-12-14,2017,27588,522,94
2017-12-15,2017,19007,542,97
2017-12-15,2017,19007,542,97
2017-12-16,2017,24405,375,98
2017-12-17,2017,11641,549,95
2017-12-18,2017,22261,559,98
2017-12-19,2017,22757,504,94
2017-12-20,2017,22865,519,95
2017-12-21,2017,11066,510,95
2017-12-22,2017,19855,518,94
2017-12-23,2017,25759,486,94
2017-12-24,2017,24754,472,96
2017-12-25,2017,11252,411,93
2017-12-26,2017,20953,520,94
2017-12-27,2017,19476,455,93
2017-12-28,2017,25457,407,92
2017-12-29,2017,27029,496,96
2017-12-30,2017,13423,521,96
2017-12-31,2017,24732,471,96
2018-01-01,2018,20957,63,90
2018-01-01,2018,20957,471,96
2018-01-02,2018,23943,513,97
2018-01-03,2018,18691,460,95
2018-01-04,2018,12942,451,97
2018-01-05,2018,23923,523,97
2018-01-06,2018,21986,519,95
2018-01-07,2018,20726,447,96
2018-01-08,2018,27151,434,94
2018-01-09,2018,19864,486,96
2018-01-10,2018,21355,498,94
2018-01-11,2018,25000,465,96
2018-01-12,2018,22868,469,95
2018-01-13,2018,18205,497,98
2018-01-14,2018,9264,473,96
2018-01-14,2018,9264,473,96
2018-01-15,2018,25861,459,95
2018-01-16,2018,27353,428,94
2018-01-17,2018,25539,410,95
2018-01-18,2018,25946,511,96
2018-01-19,2018,10111,429,95
2018-01-20,2018,24232,110,94
2018-01-20,2018,24232,287,95
2018-01-21,2018,25589,478,95
2018-01-22,2018,24909,494,91
2018-01-23,2018,28723,496,95
2018-01-24,2018,12406,494,97
2018-01-25,2018,27656,488,95
2018-01-26,2018,22063,512,96
2018-01-27,2018,25737,443,97
2018-01-28,2018,31355,476,96
2018-01-29,2018,18639,470,97
2018-01-30,2018,25292,492,95
2018-01-31,2018,20933,480,95
2018-02-01,2018,25312,378,99
2018-02-02,2018,11313,530,94
2018-02-03,2018,17383,505,93
2018-02-04,2018,23345,459,92
2018-02-05,2018,25333,454,95
2018-02-06,2018,28867,368,92
2018-02-07,2018,22655,446,91
2018-02-08,2018,26364,447,95
2018-02-09,2018,9283,531,96
2018-02-10,2018,24765,500,94
2018-02-11,2018,28384,481,97
2018-02-12,2018,21158,158,95
2018-02-12,2018,21158,218,92
2018-02-13,2018,24147,477,94
2018-02-13,2018,24147,477,94
2018-02-14,2018,24283,491,95
2018-02-15,2018,21096,488,93
2018-02-16,2018,13150,484,95
2018-02-17,2018,19984,416,99
2018-02-18,2018,22362,440,92
2018-02-19,2018,24193,484,95
2018-02-20,2018,27069,491,96
2018-02-21,2018,21528,311,97
2018-02-21,2018,21528,160,96
2018-02-22,2018,21595,482,91
2018-02-23,2018,27665,467,95
