simple_date,year,steps,mins_asleep,efficiency
2013-09-25,2013,26436,338,78
2013-09-26,2013,19230,335,59
2013-09-27,2013,16784,394,81
2013-09-28,2013,16334,214,38
2013-09-29,2013,20061,238,55
2013-09-30,2013,19922,308,53
2013-10-01,2013,16009,234,44
2013-10-02,2013,11518,282,60
2013-10-03,2013,18566,416,84
2013-10-07,2013,21912,0,0
2013-10-07,2013,21912,357,80
2013-10-07,2013,21912,0,0
2013-10-07,2013,21912,357,80
2013-10-08,2013,16966,357,77
2013-10-09,2013,12199,339,76
2013-10-10,2013,19484,457,84
2013-10-11,2013,18158,411,83
2013-10-12,2013,20862,86,78
2013-10-12,2013,20862,16,100
2013-10-12,2013,20862,108,68
2013-10-13,2013,24606,420,78
2013-10-14,2013,20210,374,78
2013-10-15,2013,18825,404,86
2013-10-16,2013,12388,188,81
2013-10-16,2013,12388,307,72
2013-10-18,2013,23159,361,74
2013-10-19,2013,18609,457,82
2013-10-20,2013,22398,376,85
2013-10-22,2013,18412,338,68
2013-10-23,2013,18832,340,74
2013-10-24,2013,18542,0,0
2013-10-24,2013,18542,343,74
2013-10-25,2013,19910,287,68
2013-10-26,2013,22527,357,77
2013-10-27,2013,23567,0,0
2013-10-27,2013,23567,352,77
2013-10-28,2013,11032,458,84
2013-10-29,2013,19567,343,71
2013-10-30,2013,22180,342,84
2013-10-31,2013,22501,405,80
2013-11-01,2013,23248,367,81
2013-11-02,2013,22245,342,71
2013-11-03,2013,21494,367,79
2013-11-04,2013,13170,253,70
2013-11-05,2013,19958,434,81
2013-11-06,2013,28529,247,82
2013-11-06,2013,28529,247,82
2013-11-07,2013,20597,357,79
2013-11-08,2013,20274,118,79
2013-11-08,2013,20274,170,71
2013-11-09,2013,20762,264,71
2013-11-10,2013,19237,434,74
2013-11-11,2013,9790,235,81
2013-11-12,2013,21635,438,88
2013-11-13,2013,20200,28,30
2013-11-13,2013,20200,415,81
2013-11-14,2013,17935,145,58
2013-11-16,2013,18641,399,80
2013-11-17,2013,11743,411,84
2013-11-18,2013,14111,313,71
2013-11-20,2013,21906,368,93
2013-11-21,2013,21481,26,100
2013-11-21,2013,21481,20,95
2013-11-21,2013,21481,389,74
2013-11-23,2013,17874,202,79
2013-11-23,2013,17874,225,79
2013-11-25,2013,19529,417,77
2013-11-27,2013,12380,346,70
2013-11-28,2013,20252,160,90
2013-11-28,2013,20252,0,0
2013-11-28,2013,20252,187,68
2013-11-29,2013,18558,323,72
2013-12-01,2013,25509,0,0
2013-12-01,2013,25509,442,85
2013-12-02,2013,17127,375,84
2013-12-04,2013,17284,376,94
2013-12-05,2013,23703,21,100
2013-12-06,2013,19634,377,81
2013-12-06,2013,19634,377,81
2013-12-07,2013,23177,295,97
2013-12-08,2013,19808,313,73
2013-12-09,2013,5577,414,87
2013-12-10,2013,21221,422,81
2013-12-11,2013,20049,400,76
2013-12-12,2013,9496,342,72
2013-12-14,2013,23668,380,86
2013-12-15,2013,17464,455,87
2013-12-16,2013,18210,428,80
2013-12-17,2013,29006,252,62
2013-12-18,2013,20488,351,75
2013-12-19,2013,7949,238,58
2013-12-20,2013,20603,234,43
2013-12-21,2013,24858,252,47
2013-12-22,2013,15652,217,60
2013-12-23,2013,20986,429,80
2013-12-24,2013,19691,366,83
2013-12-25,2013,16433,270,52
2013-12-26,2013,18404,217,51
2013-12-27,2013,24600,253,54
2013-12-28,2013,21125,262,60
2013-12-29,2013,20675,326,81
2013-12-30,2013,19803,275,54
2013-12-31,2013,19660,238,49
2014-01-01,2014,6644,265,51
2014-01-02,2014,17735,0,0
2014-01-02,2014,17735,0,0
2014-01-02,2014,17735,400,82
2014-01-03,2014,19608,0,0
2014-01-03,2014,19608,300,90
2014-01-04,2014,15754,31,38
2014-01-04,2014,15754,417,85
2014-01-05,2014,22667,419,78
2014-01-05,2014,22667,419,78
2014-01-06,2014,20756,371,80
2014-01-07,2014,19697,375,82
2014-01-08,2014,19711,379,78
2014-01-09,2014,16012,365,70
2014-01-10,2014,15592,442,93
2014-01-11,2014,15894,245,77
2014-01-12,2014,23623,383,92
2014-01-13,2014,20959,352,76
2014-01-14,2014,19454,373,73
2014-01-15,2014,19796,417,87
2014-01-16,2014,18225,405,83
2014-01-17,2014,21437,372,80
2014-01-18,2014,16574,448,84
2014-01-19,2014,14923,443,85
2014-01-20,2014,7665,340,77
2014-01-21,2014,16319,440,84
2014-01-22,2014,21758,10,100
2014-01-22,2014,21758,459,87
2014-01-23,2014,20713,400,82
2014-01-24,2014,22549,208,50
2014-01-25,2014,14866,449,93
2014-01-26,2014,21526,458,89
2014-01-27,2014,20835,366,71
2014-01-28,2014,16418,258,79
2014-01-29,2014,17348,402,91
2014-01-30,2014,21220,391,80
2014-01-31,2014,7422,378,85
2014-02-01,2014,18979,336,79
2014-02-02,2014,19288,440,88
2014-02-03,2014,21926,365,72
2014-02-04,2014,19208,366,78
2014-02-04,2014,19208,366,78
2014-02-05,2014,22701,0,0
2014-02-05,2014,22701,377,87
2014-02-06,2014,20664,417,85
2014-02-07,2014,19755,379,79
2014-02-08,2014,10170,100,78
2014-02-09,2014,20013,390,79
2014-02-16,2014,23062,466,99
2014-02-17,2014,26404,484,99
2014-02-18,2014,20219,498,98
2014-02-19,2014,19103,515,98
2014-02-20,2014,16921,510,97
2014-02-21,2014,19141,436,98
2014-02-22,2014,12803,503,97
2014-02-23,2014,20575,571,95
2014-02-24,2014,21998,558,98
2014-02-25,2014,20991,522,97
2014-02-26,2014,19164,499,98
2014-02-27,2014,16808,511,96
2014-02-28,2014,23180,452,92
2014-03-01,2014,10539,456,95
2014-03-02,2014,22042,511,99
2014-03-03,2014,23977,452,95
2014-03-04,2014,20248,506,95
2014-03-05,2014,19311,503,98
2014-03-06,2014,9544,508,98
2014-03-06,2014,9544,508,98
2014-03-07,2014,26347,486,96
2014-03-09,2014,20549,464,98
2014-03-11,2014,17991,505,98
2014-03-12,2014,21848,177,100
2014-03-12,2014,21848,334,98
2014-03-13,2014,23366,494,99
2014-03-14,2014,13331,451,96
2014-03-15,2014,23460,566,99
2014-03-16,2014,22826,30,100
2014-03-16,2014,22826,487,97
2014-03-17,2014,21718,447,98
2014-03-19,2014,19998,96,100
2014-03-19,2014,19998,532,98
2014-03-21,2014,22403,484,98
2014-03-22,2014,20641,369,98
2014-03-23,2014,26106,493,97
2014-03-24,2014,20773,176,99
2014-03-25,2014,19472,470,99
2014-03-27,2014,22403,553,97
2014-03-28,2014,23627,568,98
2014-03-29,2014,20602,485,99
2014-03-30,2014,25286,455,96
2014-03-31,2014,12300,584,97
2014-04-01,2014,19827,476,99
2014-04-02,2014,23641,466,98
2014-04-03,2014,20522,515,96
2014-04-04,2014,21168,465,96
2014-04-05,2014,21773,505,97
2014-04-05,2014,21773,505,97
2014-04-06,2014,28631,66,100
2014-04-06,2014,28631,488,98
2014-04-07,2014,20494,501,98
2014-04-08,2014,7104,501,98
2014-04-09,2014,23313,410,100
2014-04-10,2014,22204,478,99
2014-04-11,2014,19541,459,100
2014-04-12,2014,20056,371,98
2014-04-13,2014,28551,459,97
2014-04-14,2014,24405,490,98
2014-04-15,2014,15007,488,98
2014-04-16,2014,17174,486,100
2014-04-17,2014,18696,492,99
2014-04-18,2014,21012,526,96
2014-04-19,2014,19898,442,97
2014-04-20,2014,20755,489,97
2014-04-21,2014,13306,423,99
2014-04-22,2014,22521,465,99
2014-04-23,2014,24723,475,98
2014-04-24,2014,23484,472,98
2014-04-26,2014,30896,426,98
2014-04-27,2014,15401,511,98
2014-04-28,2014,18297,488,96
2014-04-30,2014,22019,498,99
2014-05-01,2014,23125,69,91
2014-05-01,2014,23125,392,98
2014-05-02,2014,20669,459,98
2014-05-03,2014,20652,507,97
2014-05-04,2014,17256,466,96
2014-05-05,2014,19148,509,97
2014-05-05,2014,19148,509,97
2014-05-06,2014,22441,506,96
2014-05-07,2014,23648,478,98
2014-05-08,2014,19309,503,99
2014-05-09,2014,23032,498,98
2014-05-10,2014,27563,383,96
2014-05-11,2014,13825,541,97
2014-05-12,2014,17399,505,98
2014-05-13,2014,20663,498,99
2014-05-14,2014,21067,482,97
2014-05-15,2014,21732,499,96
2014-05-16,2014,19833,463,97
2014-05-17,2014,10825,480,96
2014-05-18,2014,22443,452,98
2014-05-19,2014,25399,437,98
2014-05-20,2014,21448,457,98
2014-05-21,2014,22259,467,98
2014-05-22,2014,22674,487,98
2014-05-23,2014,7854,515,99
2014-05-24,2014,22136,448,98
2014-05-25,2014,15620,492,98
2014-05-26,2014,26218,451,98
2014-05-27,2014,20879,477,99
2014-05-28,2014,13334,60,100
2014-05-29,2014,14902,541,100
2014-05-30,2014,19454,284,58
2014-05-31,2014,15147,334,68
2014-06-01,2014,27864,304,69
2014-06-02,2014,23241,420,82
2014-06-03,2014,23185,339,70
2014-06-04,2014,22731,97,63
2014-06-04,2014,22731,97,63
2014-06-05,2014,19889,441,80
2014-06-06,2014,21107,308,61
2014-06-07,2014,23032,408,85
2014-06-08,2014,23819,363,74
2014-06-09,2014,12432,294,85
2014-06-10,2014,22124,333,74
2014-06-11,2014,20125,396,81
2014-06-12,2014,20109,295,78
2014-06-13,2014,26583,358,87
2014-06-14,2014,30921,332,73
2014-06-15,2014,18784,454,84
2014-06-16,2014,25493,347,85
2014-06-17,2014,20327,424,78
2014-06-18,2014,23216,347,79
2014-06-19,2014,20934,67,71
2014-06-20,2014,25880,378,77
2014-06-21,2014,19484,380,81
2014-06-23,2014,22409,380,73
2014-06-24,2014,24872,326,72
2014-06-25,2014,21246,412,78
2014-06-26,2014,19338,319,72
2014-06-27,2014,22444,228,48
2014-06-28,2014,19837,408,80
2014-06-29,2014,14030,0,0
2014-06-29,2014,14030,379,75
2014-06-30,2014,20392,390,83
2014-07-01,2014,26534,336,66
2014-07-02,2014,21238,335,79
2014-07-03,2014,21648,367,90
2014-07-04,2014,20039,399,80
2014-07-04,2014,20039,399,80
2014-07-05,2014,25247,366,86
2014-07-06,2014,15795,321,69
2014-07-07,2014,20078,420,83
2014-07-08,2014,22696,349,70
2014-07-09,2014,21621,394,77
2014-07-10,2014,24248,365,73
2014-07-11,2014,21368,365,83
2014-07-13,2014,10531,473,83
2014-07-14,2014,15586,393,81
2014-07-16,2014,22126,372,77
2014-07-17,2014,25951,353,77
2014-07-18,2014,26878,360,84
2014-07-19,2014,6574,449,85
2014-07-20,2014,22067,394,87
2014-07-21,2014,19698,351,80
2014-07-22,2014,23394,380,76
2014-07-23,2014,22569,324,79
2014-07-24,2014,20961,316,66
2014-07-25,2014,21642,393,86
2014-07-26,2014,28458,275,70
2014-07-28,2014,22610,407,79
2014-07-29,2014,21258,37,100
2014-07-29,2014,21258,429,84
2014-07-31,2014,19289,380,74
2014-08-01,2014,19934,313,65
2014-08-02,2014,23429,367,76
2014-08-03,2014,13227,370,72
2014-08-03,2014,13227,370,72
2014-08-04,2014,22498,361,73
2014-08-05,2014,20218,343,80
2014-08-06,2014,19225,411,81
2014-08-07,2014,20194,10,100
2014-08-07,2014,20194,394,76
2014-08-08,2014,19193,382,85
2014-08-09,2014,26306,367,83
2014-08-11,2014,14556,467,93
2014-08-12,2014,24731,377,85
2014-08-13,2014,18660,394,83
2014-08-14,2014,21122,367,83
2014-08-15,2014,18504,15,100
2014-08-15,2014,18504,375,88
2014-08-16,2014,25327,378,81
2014-08-17,2014,12515,368,78
2014-08-18,2014,22795,364,77
2014-08-19,2014,22451,400,82
2014-08-20,2014,23362,448,75
2014-08-21,2014,9705,394,81
2014-08-22,2014,22918,422,92
2014-08-22,2014,22918,43,100
2014-08-23,2014,20868,295,76
2014-08-24,2014,14463,325,83
2014-08-24,2014,14463,56,100
2014-08-25,2014,23633,403,87
2014-08-25,2014,23633,173,52
2014-08-26,2014,20340,372,89
2014-08-26,2014,20340,36,23
2014-08-27,2014,21899,132,35
2014-08-28,2014,28354,400,88
2014-08-29,2014,34418,395,90
2014-08-30,2014,25488,464,91
2014-08-30,2014,25488,0,0
2014-08-31,2014,22155,341,76
2014-09-01,2014,22496,393,85
2014-09-01,2014,22496,14,100
2014-09-02,2014,19054,28,15
2014-09-02,2014,19054,28,15
2014-09-03,2014,24975,335,81
2014-09-04,2014,22337,437,100
2014-09-04,2014,22337,62,40
2014-09-05,2014,22788,28,100
2014-09-06,2014,7806,281,43
2014-09-07,2014,22550,512,100
2014-09-08,2014,24332,410,100
2014-09-09,2014,18265,452,100
2014-09-10,2014,24546,430,100
2014-09-11,2014,17437,571,100
2014-09-12,2014,18634,419,77
2014-09-13,2014,18437,376,83
2014-09-14,2014,6659,383,83
2014-09-15,2014,18886,358,78
2014-09-16,2014,20153,367,78
2014-09-17,2014,19624,354,79
2014-09-18,2014,20604,353,80
2014-09-19,2014,25355,415,80
2014-09-20,2014,22510,419,77
2014-09-22,2014,22293,424,82
2014-09-22,2014,22293,223,61
2014-09-23,2014,19887,284,74
2014-09-24,2014,17253,328,75
2014-09-27,2014,19618,376,78
2014-09-28,2014,23778,421,82
2014-09-29,2014,21940,434,86
2014-09-30,2014,22074,407,84
2014-10-01,2014,21214,473,90
2014-10-02,2014,20922,375,94
2014-10-02,2014,20922,375,94
2014-10-03,2014,12340,448,85
2014-10-04,2014,20223,517,89
2014-10-05,2014,23237,412,88
2014-10-06,2014,17362,434,77
2014-10-07,2014,21480,360,77
2014-10-08,2014,19604,195,47
2014-10-09,2014,17964,310,53
2014-10-10,2014,12102,470,88
2014-10-11,2014,20567,377,86
2014-10-12,2014,24899,405,82
2014-10-13,2014,20616,353,80
2014-10-14,2014,20627,426,82
2014-10-15,2014,17157,324,66
2014-10-16,2014,20438,338,81
2014-10-17,2014,10109,381,77
2014-10-18,2014,19945,353,76
2014-10-19,2014,25767,446,87
2014-10-20,2014,24160,339,79
2014-10-21,2014,16565,344,73
2014-10-22,2014,16499,470,84
2014-10-24,2014,10228,445,85
2014-10-25,2014,22120,341,77
2014-10-26,2014,28105,450,80
2014-10-27,2014,22933,353,63
2014-10-28,2014,21293,378,74
2014-10-29,2014,21951,195,79
2014-10-30,2014,29558,356,82
2014-10-31,2014,26002,397,72
2014-11-01,2014,15922,379,79
2014-11-01,2014,15922,379,79
2014-11-02,2014,24168,451,79
2014-11-03,2014,20048,432,83
2014-11-04,2014,22574,377,84
2014-11-05,2014,15896,386,80
2014-11-06,2014,18900,341,77
2014-11-07,2014,10963,327,63
2014-11-08,2014,23152,0,0
2014-11-08,2014,23152,387,78
2014-11-09,2014,23948,250,68
2014-11-10,2014,21855,198,37
2014-11-11,2014,20069,394,84
2014-11-12,2014,20053,368,85
2014-11-13,2014,17100,429,81
2014-11-14,2014,13174,383,75
2014-11-15,2014,18534,248,84
2014-11-16,2014,22862,405,78
2014-11-17,2014,19628,332,83
2014-11-18,2014,21628,374,82
2014-11-19,2014,17946,334,79
2014-11-20,2014,10136,246,42
2014-11-21,2014,23178,273,45
2014-11-22,2014,19364,273,58
2014-11-23,2014,16457,260,54
2014-11-24,2014,27988,485,81
2014-11-25,2014,22812,20,100
2014-11-25,2014,22812,480,83
2014-11-26,2014,29395,273,87
2014-11-27,2014,23150,428,81
2014-11-28,2014,15403,402,77
2014-11-30,2014,23686,373,81
2014-12-01,2014,21284,365,77
2014-12-01,2014,21284,365,77
2014-12-02,2014,17551,384,85
2014-12-03,2014,19506,353,81
2014-12-04,2014,20461,322,73
2014-12-05,2014,18407,273,64
2014-12-06,2014,8135,320,85
2014-12-07,2014,24643,375,80
2014-12-08,2014,19323,368,75
2014-12-09,2014,19994,371,76
2014-12-10,2014,18745,363,73
2014-12-11,2014,24344,383,72
2014-12-12,2014,24164,338,75
2014-12-13,2014,21985,426,78
2014-12-14,2014,21282,407,75
2014-12-15,2014,18697,434,87
2014-12-16,2014,19432,331,68
2014-12-17,2014,19461,357,76
2014-12-18,2014,19353,394,81
2014-12-19,2014,20431,364,73
2014-12-20,2014,19084,377,73
2014-12-21,2014,13738,452,83
2014-12-22,2014,30708,469,78
2014-12-23,2014,19883,454,75
2014-12-24,2014,21463,385,85
2014-12-25,2014,12249,491,96
2014-12-26,2014,27593,490,98
2014-12-27,2014,28701,398,80
2014-12-28,2014,18816,365,72
2014-12-29,2014,26408,414,86
2014-12-30,2014,17393,287,71
2014-12-31,2014,9872,191,53
2014-12-31,2014,9872,191,53
2015-01-01,2015,20506,235,52
2015-01-02,2015,17755,397,76
2015-01-03,2015,18683,387,72
2015-01-04,2015,23194,417,73
2015-01-05,2015,24213,382,75
2015-01-06,2015,22275,406,84
2015-01-07,2015,19714,356,78
2015-01-08,2015,11535,419,81
2015-01-09,2015,24758,451,82
2015-01-10,2015,20132,436,84
2015-01-11,2015,23091,425,87
2015-01-12,2015,17706,455,89
2015-01-13,2015,21697,481,89
2015-01-14,2015,22635,421,85
2015-01-15,2015,7614,442,87
2015-01-16,2015,15473,397,94
2015-01-17,2015,25410,386,79
2015-01-18,2015,26216,395,77
2015-01-19,2015,32221,416,81
2015-01-20,2015,11678,415,84
2015-01-21,2015,18171,446,85
2015-01-22,2015,23891,414,75
2015-01-23,2015,18519,401,82
2015-01-24,2015,26448,446,86
2015-01-25,2015,19701,408,83
2015-01-26,2015,20240,456,88
2015-01-27,2015,21108,407,82
2015-01-28,2015,19565,413,82
2015-01-29,2015,14976,410,85
2015-01-30,2015,22915,350,72
2015-01-30,2015,22915,350,72
2015-01-31,2015,24165,309,79
2015-02-01,2015,19380,489,88
2015-02-02,2015,18823,419,79
2015-02-03,2015,21395,431,78
2015-02-04,2015,17805,367,73
2015-02-05,2015,14503,416,79
2015-02-06,2015,21031,388,80
2015-02-07,2015,27382,394,75
2015-02-08,2015,20739,312,64
2015-02-09,2015,23117,481,89
2015-02-10,2015,18135,425,84
2015-02-11,2015,19527,355,67
2015-02-12,2015,11916,353,74
2015-02-13,2015,19849,317,64
2015-02-14,2015,22915,382,78
2015-02-15,2015,26765,395,86
2015-02-16,2015,24127,406,83
2015-02-17,2015,19918,362,71
2015-02-18,2015,18162,367,76
2015-02-19,2015,19788,433,81
2015-02-20,2015,22052,374,75
2015-02-21,2015,22488,471,86
2015-02-22,2015,23113,314,69
2015-02-23,2015,25542,363,75
2015-02-24,2015,18887,383,76
2015-02-25,2015,20637,423,78
2015-02-26,2015,21174,361,80
2015-02-27,2015,12050,447,84
2015-02-28,2015,31277,416,88
2015-03-01,2015,25809,492,98
2015-03-01,2015,25809,492,98
2015-03-02,2015,19611,485,82
2015-03-04,2015,27036,396,84
2015-03-05,2015,20963,369,81
2015-03-06,2015,7644,394,87
2015-03-07,2015,21938,401,86
2015-03-08,2015,21841,314,85
2015-03-09,2015,22087,401,79
2015-03-10,2015,20777,433,86
2015-03-11,2015,21958,403,74
2015-03-12,2015,18709,431,85
2015-03-13,2015,24178,390,80
2015-03-14,2015,21053,390,82
2015-03-15,2015,18173,418,88
2015-03-16,2015,24614,364,79
2015-03-17,2015,24975,393,73
2015-03-18,2015,18670,365,75
2015-03-19,2015,9953,451,85
2015-03-20,2015,19988,418,78
2015-03-21,2015,26050,427,91
2015-03-22,2015,20847,494,91
2015-03-23,2015,31643,417,84
2015-03-24,2015,21040,424,82
2015-03-25,2015,19047,420,85
2015-03-26,2015,5385,384,90
2015-03-27,2015,24334,359,83
2015-03-28,2015,20549,395,84
2015-03-29,2015,23140,451,89
2015-03-30,2015,20253,392,77
2015-03-31,2015,21928,485,90
2015-03-31,2015,21928,485,90
2015-04-01,2015,21142,427,81
2015-04-02,2015,19896,429,83
2015-04-03,2015,7343,376,82
2015-04-04,2015,19855,434,83
2015-04-05,2015,22339,422,91
2015-04-06,2015,22564,344,76
2015-04-07,2015,24060,430,86
2015-04-08,2015,19572,376,85
2015-04-09,2015,12907,444,90
2015-04-10,2015,19083,409,89
2015-04-11,2015,26624,420,86
2015-04-12,2015,22668,432,91
2015-04-13,2015,20012,391,82
2015-04-14,2015,20039,453,85
2015-04-15,2015,20746,330,75
2015-04-16,2015,25457,343,88
2015-04-17,2015,24055,386,82
2015-04-18,2015,20269,394,87
2015-04-19,2015,23465,346,80
2015-04-20,2015,23713,429,88
2015-04-21,2015,21376,395,82
2015-04-22,2015,20051,419,87
2015-04-23,2015,15728,378,89
2015-04-24,2015,11800,471,95
2015-04-25,2015,23699,385,81
2015-04-26,2015,27231,414,82
2015-04-27,2015,21011,174,95
2015-04-28,2015,21600,391,75
2015-04-29,2015,10032,346,82
2015-04-30,2015,28021,318,91
2015-04-30,2015,28021,318,91
2015-05-01,2015,21469,338,77
2015-05-02,2015,23736,383,89
2015-05-03,2015,23193,357,85
2015-05-04,2015,19789,411,80
2015-05-05,2015,22506,353,78
2015-05-06,2015,12804,393,88
2015-05-07,2015,19174,338,87
2015-05-08,2015,26196,385,84
2015-05-09,2015,24034,414,87
2015-05-10,2015,17419,429,92
2015-05-11,2015,21826,319,80
2015-05-12,2015,20216,395,88
2015-05-13,2015,20100,300,88
2015-05-14,2015,17854,341,88
2015-05-15,2015,11979,429,84
2015-05-16,2015,17898,386,75
2015-05-17,2015,19717,222,60
2015-05-18,2015,20593,412,90
2015-05-19,2015,22799,366,92
2015-05-20,2015,20961,392,80
2015-05-21,2015,21558,397,81
2015-05-22,2015,18614,371,84
2015-05-23,2015,23272,396,88
2015-05-24,2015,27908,441,86
2015-05-25,2015,10645,384,85
2015-05-26,2015,20220,300,84
2015-05-27,2015,22127,315,87
2015-05-28,2015,16614,337,83
2015-05-29,2015,17975,416,87
2015-05-30,2015,23354,348,79
2015-05-30,2015,23354,348,79
2015-05-31,2015,8799,345,83
2015-06-01,2015,17615,512,91
2015-06-02,2015,17966,469,84
2015-06-03,2015,23511,398,88
2015-06-04,2015,19304,364,78
2015-06-05,2015,24724,354,85
2015-06-06,2015,10707,411,82
2015-06-07,2015,27779,416,80
2015-06-09,2015,22725,435,89
2015-06-10,2015,16773,352,92
2015-06-12,2015,11555,241,86
2015-06-13,2015,20545,440,91
2015-06-15,2015,20131,395,86
2015-06-16,2015,27763,336,84
2015-06-17,2015,24676,403,61
2015-06-18,2015,9590,25,100
2015-06-18,2015,9590,339,76
2015-06-20,2015,22955,378,83
2015-06-21,2015,25740,315,80
2015-06-22,2015,20210,352,85
2015-06-23,2015,18141,339,85
2015-06-24,2015,22833,388,93
2015-06-25,2015,7128,337,39
2015-06-25,2015,7128,198,46
2015-06-27,2015,33258,291,65
2015-06-28,2015,21350,382,88
2015-06-29,2015,19512,0,0
2015-06-29,2015,19512,305,74
2015-06-29,2015,19512,0,0
2015-06-29,2015,19512,305,74
2015-06-30,2015,17371,346,82
2015-07-01,2015,23316,353,89
2015-07-02,2015,23107,238,78
2015-07-03,2015,10672,341,83
2015-07-04,2015,23784,354,82
2015-07-05,2015,20818,378,74
2015-07-06,2015,21656,389,92
2015-07-07,2015,23406,322,70
2015-07-08,2015,21917,312,74
2015-07-09,2015,26620,401,87
2015-07-10,2015,19886,426,87
2015-07-11,2015,23265,0,0
2015-07-11,2015,23265,381,85
2015-07-12,2015,13536,351,84
2015-07-13,2015,24598,298,66
2015-07-14,2015,22462,368,82
2015-07-15,2015,20477,411,35
2015-07-16,2015,20784,333,84
2015-07-17,2015,19811,447,83
2015-07-18,2015,9881,373,79
2015-07-19,2015,23890,416,81
2015-07-20,2015,22798,445,95
2015-07-21,2015,21119,471,98
2015-07-22,2015,18829,450,88
2015-07-23,2015,20862,10,100
2015-07-23,2015,20862,421,92
2015-07-24,2015,18940,351,78
2015-07-25,2015,19294,359,83
2015-07-26,2015,9637,450,86
2015-07-27,2015,20050,402,85
2015-07-28,2015,25656,421,86
2015-07-29,2015,18525,406,86
2015-07-29,2015,18525,406,86
2015-07-30,2015,14415,381,82
2015-07-31,2015,19036,426,87
2015-08-01,2015,22267,341,71
2015-08-02,2015,24822,378,81
2015-08-03,2015,28079,360,94
2015-08-04,2015,23955,348,81
2015-08-05,2015,27109,343,81
2015-08-06,2015,13250,365,80
2015-08-07,2015,28262,387,88
2015-08-08,2015,27360,362,82
2015-08-09,2015,23260,385,86
2015-08-10,2015,23368,376,87
2015-08-11,2015,26950,204,79
2015-08-12,2015,15308,428,90
2015-08-13,2015,24298,396,89
2015-08-14,2015,12062,314,98
2015-08-15,2015,20212,342,81
2015-08-16,2015,24184,338,74
2015-08-18,2015,24629,474,100
2015-08-19,2015,22350,467,92
2015-08-20,2015,24018,140,74
2015-08-24,2015,16075,366,74
2015-08-25,2015,22078,290,81
2015-08-26,2015,23507,337,75
2015-08-27,2015,24936,416,87
2015-08-28,2015,20390,439,89
2015-08-28,2015,20390,439,89
2015-08-29,2015,6058,390,84
2015-08-30,2015,23674,406,90
2015-08-31,2015,23690,369,78
2015-09-01,2015,20917,469,89
2015-09-02,2015,18937,409,80
2015-09-03,2015,20835,365,78
2015-09-04,2015,19784,342,75
2015-09-05,2015,13097,412,81
2015-09-06,2015,23875,442,93
2015-09-07,2015,19175,328,83
2015-09-08,2015,18018,362,75
2015-09-09,2015,18474,427,85
2015-09-10,2015,19436,303,83
2015-09-11,2015,9979,389,74
2015-09-12,2015,18742,363,84
2015-09-13,2015,24495,381,82
2015-09-15,2015,20127,392,79
2015-09-16,2015,16144,456,89
2015-09-17,2015,20980,405,81
2015-09-18,2015,10383,368,81
2015-09-19,2015,17978,409,87
2015-09-20,2015,19382,386,72
2015-09-21,2015,19901,338,78
2015-09-22,2015,16021,373,84
2015-09-23,2015,21269,422,79
2015-09-24,2015,23423,469,82
2015-09-25,2015,15996,352,81
2015-09-26,2015,24409,446,85
2015-09-27,2015,33772,415,87
2015-09-27,2015,33772,415,87
2015-09-28,2015,24053,0,0
2015-09-28,2015,24053,408,81
2015-09-29,2015,17454,453,88
2015-09-30,2015,17604,417,91
2015-10-01,2015,19632,396,84
2015-10-02,2015,11834,377,89
2015-10-03,2015,18913,490,86
2015-10-03,2015,18913,0,0
2015-10-04,2015,26932,452,90
2015-10-05,2015,24157,346,73
2015-10-06,2015,20115,407,84
2015-10-07,2015,16029,384,86
2015-10-08,2015,20213,390,79
2015-10-09,2015,9420,460,91
2015-10-10,2015,20360,427,91
2015-10-11,2015,17562,359,81
2015-10-13,2015,19024,356,76
2015-10-15,2015,21155,414,87
2015-10-16,2015,15118,419,78
2015-10-17,2015,16735,361,76
2015-10-18,2015,16572,455,83
2015-10-19,2015,19820,471,87
2015-10-20,2015,21096,444,78
2015-10-21,2015,23291,464,83
2015-10-22,2015,24307,359,83
2015-10-23,2015,8511,430,89
2015-10-24,2015,20635,402,82
2015-10-25,2015,20342,365,73
2015-10-26,2015,19833,476,88
2015-10-27,2015,23511,356,73
2015-10-27,2015,23511,356,73
2015-10-28,2015,18331,420,81
2015-10-29,2015,18387,447,86
2015-10-30,2015,19266,424,82
2015-10-31,2015,12898,334,76
2015-11-01,2015,21683,349,72
2015-11-02,2015,20423,406,79
2015-11-03,2015,15774,381,86
2015-11-04,2015,17921,412,92
2015-11-05,2015,20553,401,86
2015-11-06,2015,18160,401,86
2015-11-07,2015,7596,310,74
2015-11-08,2015,20449,406,88
2015-11-09,2015,18000,458,86
2015-11-10,2015,16046,403,81
2015-11-12,2015,17749,462,91
2015-11-13,2015,12805,445,91
2015-11-14,2015,19870,427,82
2015-11-15,2015,24520,412,82
2015-11-16,2015,20083,403,89
2015-11-17,2015,17766,381,81
2015-11-18,2015,19843,421,82
2015-11-19,2015,19222,427,76
2015-11-20,2015,14376,415,82
2015-11-21,2015,19867,500,86
2015-11-22,2015,26077,360,79
2015-11-23,2015,17926,408,79
2015-11-24,2015,15349,407,73
2015-11-25,2015,22440,325,70
2015-11-26,2015,23149,434,79
2015-11-26,2015,23149,434,79
2015-11-27,2015,13646,356,86
2015-11-28,2015,20480,353,79
2015-11-29,2015,19239,358,72
2015-11-30,2015,24720,351,79
2015-12-01,2015,19290,367,77
